Code,Year,population using safely managed sanitation services,"population using only basic sanitation services, improved sanitation facilities which are not shared","population using limited sanitation services, improved sanitation facilities which are shared",population using unimproved sanitation facilities,population practicing open defecation
SEN,2020,13.677181,44.421032,16.68552,16.104609,9.111658
SEN,2021,13.870416,45.272964,16.947517,15.5044775,8.404625
SEN,2022,14.061603,46.12231,17.209276,14.90057,7.706241
SRB,2000,29.21859,66.29982,2.4082696,2.0050945,0.06822456
SRB,2001,29.181862,66.333176,2.4082172,2.0086122,0.068130285
SRB,2002,29.1456,66.36643,2.4081736,2.0117579,0.06803601
SRB,2003,29.109844,66.399536,2.408139,2.014542,0.06794216
SRB,2004,29.07447,66.43266,2.408115,2.0169017,0.06784747
SRB,2005,29.024376,66.64876,2.2401655,2.0194676,0.06722917
SRB,2006,28.87811,66.961426,2.072209,2.0216432,0.06661571
SRB,2007,28.728647,67.27769,1.9042436,2.023417,0.06600668
SRB,2008,28.576033,67.597466,1.7362664,2.0248349,0.065402895
SRB,2009,28.420187,67.92085,1.5682762,2.025877,0.06480393
SRB,2010,28.261122,68.24783,1.4002706,2.0265658,0.06421016
SRB,2011,28.09201,68.58527,1.2322485,2.026843,0.06362084
SRB,2012,27.858145,68.9852,1.0641972,2.0293949,0.063063554
SRB,2013,27.621363,69.38734,0.89613926,2.0326455,0.06251843
SRB,2014,27.380342,69.79394,0.7280799,2.0356681,0.06197545
SRB,2015,27.135145,70.20487,0.5600182,2.038528,0.061435252
SRB,2016,26.885628,70.62036,0.39195287,2.0411603,0.060897224
SRB,2017,26.630777,71.04205,0.22387636,2.0429337,0.06035661
SRB,2018,26.371716,71.468895,0.05578185,2.0437934,0.059814
SRB,2019,26.108418,71.788605,0,2.0437083,0.059269976
SRB,2020,25.824192,72.07447,0,2.0426145,0.058725137
SRB,2021,25.5347,72.366684,0,2.0404341,0.058179826
SRB,2022,25.38744,72.52297,0,2.0314581,0.05812703
SYC,2000,,,0,3.57466,1.0042092
SYC,2001,,,0,3.3417838,0.9944896
SYC,2002,,,0,3.1089075,0.9847701
SYC,2003,,,0,2.8760312,0.9750506
SYC,2004,,,0,2.6431549,0.96533114
SYC,2005,,,0,2.4102783,0.95561165
SYC,2006,,,0,2.177402,0.94589216
SYC,2007,,,0,1.9445257,0.9361727
SYC,2008,,,0,1.7116494,0.92645323
SYC,2009,,,0,1.478773,0.91673374
SYC,2010,,,0,1.2458967,0.90701425
SYC,2011,,,0,1.0130204,0.89729476
SYC,2012,,,0,0.78014404,0.88757527
SYC,2013,,,0,0.5472677,0.8778558
SYC,2014,,,0,0.31439134,0.8681363
SYC,2015,,,0,0.081515014,0.8584168
SYC,2016,,,0,0,0.8474147
SYC,2017,,,0,0,0.8357665
SYC,2018,,,0,4.5519144e-15,0.82417226
SYC,2019,,,0,0,0
SYC,2020,,,0,0,0
SYC,2021,,,0,0,0
SYC,2022,,,0,0,0
SLE,2000,4.9678416,2.726846,25.007238,41.90591,25.392164
SLE,2001,5.122451,2.8037198,25.827892,41.24891,24.997028
SLE,2002,5.2773576,2.8809006,26.648706,40.589863,24.603172
SLE,2003,5.432563,2.9583893,27.469677,39.92876,24.210611
SLE,2004,5.7985635,3.1509836,27.965511,39.26559,23.819351
SLE,2005,6.1838274,3.3548236,28.464954,38.588257,23.408136
SLE,2006,6.5873046,3.5693462,28.962069,37.898693,22.982586
SLE,2007,7.0042977,3.791305,29.439629,37.20577,22.558998
SLE,2008,7.434776,4.0207343,29.897633,36.509468,22.13739
SLE,2009,7.8763394,4.2598815,30.335804,35.809933,21.718042
SLE,2010,8.330928,4.5067983,30.754156,35.10715,21.300964
SLE,2011,8.798736,4.7614436,31.152967,34.400936,20.885914
SLE,2012,9.2797365,5.0238495,31.532242,33.69126,20.47291
SLE,2013,9.773707,5.293896,31.891455,32.978477,20.062466
SLE,2014,10.280807,5.571756,32.231144,32.262203,19.65409
SLE,2015,10.800904,5.857381,32.551056,31.54261,19.248049
SLE,2016,11.431179,6.053768,32.851456,30.819483,18.844112
SLE,2017,12.063294,6.270564,33.134087,30.09139,18.440664
SLE,2018,12.689868,6.5156164,33.399376,29.35781,18.03733
SLE,2019,13.335309,6.76443,33.647,28.618818,17.634445
SLE,2020,13.999875,7.016838,33.87688,27.874298,17.23211
SLE,2021,14.683831,7.2726674,34.088947,27.12414,16.830416
SLE,2022,15.387452,7.531735,34.28313,26.368216,16.429464
SGP,2000,100,0,0,0,0
SGP,2001,100,0,0,0,0
SGP,2002,100,0,0,0,0
SGP,2003,100,0,0,0,0
SGP,2004,100,0,0,0,0
SGP,2005,100,0,0,0,0
SGP,2006,100,0,0,0,0
SGP,2007,100,0,0,0,0
SGP,2008,100,0,0,0,0
SGP,2009,100,0,0,0,0
SGP,2010,100,0,0,0,0
SGP,2011,100,0,0,0,0
SGP,2012,100,0,0,0,0
SGP,2013,100,0,0,0,0
SGP,2014,100,0,0,0,0
SGP,2015,100,0,0,0,0
SGP,2016,100,0,0,0,0
SGP,2017,100,0,0,0,0
SGP,2018,100,0,0,0,0
SGP,2019,100,0,0,0,0
SGP,2020,100,0,0,0,0
SGP,2021,100,0,0,0,0
SGP,2022,100,0,0,0,0
SXM,2000,,,0,1.11849,0.49708644
SXM,2001,,,0,1.1161133,0.46895516
SXM,2002,,,0,1.1137366,0.44082388
SXM,2003,,,0,1.1113601,0.4126926
SXM,2004,,,0,1.1089834,0.38456133
SXM,2005,,,0,1.1066067,0.35643005
SXM,2006,,,0,1.10423,0.32829878
SXM,2007,,,0,1.1018535,0.3001675
SXM,2008,,,0,1.0994768,0.27203622
SXM,2009,,,0,1.0971001,0.24390496
SXM,2010,,,0,1.0947235,0.21577369
SXM,2011,,,0,1.0923469,0.18764241
SXM,2012,,,0,1.0899702,0.15951113
SXM,2013,,,0,1.0875936,0.13137986
SXM,2014,,,0,1.0875936,0.13137986
SXM,2015,,,0,1.0875936,0.13137986
SXM,2016,,,0,1.0875936,0.13137986
SXM,2017,,,0,1.0875936,0.13137986
SVK,2000,84.736115,15.088838,0,0.1750505,0
SVK,2001,84.735634,15.096761,0,0.167605,0
SVK,2002,84.72172,15.113142,0.00490594,0.1602363,0
SVK,2003,84.56332,15.097602,0.18624619,0.15283811,0
SVK,2004,84.38414,15.085585,0.38486877,0.1454088,0
SVK,2005,84.20451,15.073361,0.5841807,0.13794659,0
SVK,2006,84.024315,15.061043,0.78419054,0.13045177,0
SVK,2007,83.84365,15.048517,0.9848948,0.12293388,0
SVK,2008,83.66267,15.035677,1.1862813,0.1153765,0
SVK,2009,83.481094,15.022738,1.3883733,0.10779064,0
SVK,2010,83.28364,15.022901,1.593248,0.100209326,0
SVK,2011,83.08662,15.021641,1.7991658,0.09257288,0
SVK,2012,82.90473,15.006771,2.003628,0.08486832,0
SVK,2013,82.72242,14.991708,2.2087395,0.07713438,0
SVK,2014,82.53968,14.97645,2.4145002,0.06937112,0
SVK,2015,82.52556,14.995272,2.4175842,0.061587,0
SVK,2016,82.51511,15.011153,2.419955,0.053788602,0
SVK,2017,82.5083,15.024096,2.421612,0.045988265,0
SVK,2018,82.49797,15.033801,2.42225,0.045979623,0
SVK,2019,82.49127,15.04057,2.4221735,0.045981742,0
SVK,2020,82.48822,15.044405,2.4213827,0.045989227,0
SVK,2021,82.48893,15.045199,2.4198513,0.046021193,0
SVK,2022,82.4934,15.042959,2.4175806,0.04605866,0
SVN,2000,39.754932,59.356743,0.88832486,0,0
SVN,2001,41.92333,57.188347,0.88832486,0,0
SVN,2002,44.15049,54.961185,0.88832486,0,0
SVN,2003,46.43694,52.674736,0.88832486,0,0
SVN,2004,48.783203,50.328472,0.88832486,0,0
SVN,2005,51.189816,47.92186,0.88832486,0,0
SVN,2006,53.668137,45.44354,0.88832486,0,0
SVN,2007,56.166885,42.891422,0.8878465,0.053846154,0
SVN,2008,58.73014,40.2748,0.8873682,0.10769231,0
SVN,2009,61.47698,37.474594,0.8868899,0.16153847,0
SVN,2010,64.28428,34.613926,0.88641155,0.21538462,0
SVN,2011,67.1525,31.692337,0.8859332,0.26923078,0
SVN,2012,70.08209,28.70938,0.8854549,0.32307693,0
SVN,2013,73.07351,25.66459,0.88497657,0.37692308,0
SVN,2014,76.12722,22.557514,0.88449824,0.43076923,0
SVN,2015,79.243675,19.38769,0.8840199,0.4846154,0
SVN,2016,80.97411,17.603882,0.8835416,0.53846157,0
SVN,2017,82.01331,16.511316,0.88306326,0.5923077,0
SVN,2018,83.05649,15.414777,0.8825849,0.64615387,0
SVN,2019,83.459465,14.958427,0.8821066,0.7,0
SVN,2020,83.645744,14.718783,0.8816283,0.75384617,0
SVN,2021,83.8301,14.481056,0.88114995,0.8076923,0
SVN,2022,84.04144,14.269715,0.88114995,0.8076923,0
,2000,41.030823,23.584377,8.939768,16.046026,10.399005
,2001,41.264683,23.556324,9.032193,16.006313,10.140488
,2002,40.978428,23.537037,9.107028,15.974911,10.402596
,2003,41.018383,23.68817,9.2185545,15.948893,10.126
,2004,41.043415,23.849413,9.302008,15.913413,9.891749
,2005,41.07431,24.10113,9.319906,15.827231,9.677422
,2006,41.162086,24.32314,9.334097,15.727137,9.45354
,2007,41.27996,24.530645,9.343759,15.613961,9.231674
,2008,41.389835,24.742876,9.355209,15.49966,9.012421
,2009,41.517014,24.960705,9.360351,15.37537,8.786562
,2010,41.60499,25.1991,9.376261,15.2553005,8.56435
,2011,41.656147,25.451147,9.400788,15.139297,8.352622
,2012,41.331337,26.047058,9.43994,15.02485,8.156815
,2013,41.34159,26.307549,9.48238,14.905792,7.962687
,2014,41.346703,26.55109,9.535774,14.793591,7.772844
,2015,41.34071,26.808523,9.581831,14.674104,7.594833
,2016,41.299755,27.083439,9.625978,14.572651,7.418176
,2017,41.251747,27.348143,9.675706,14.419706,7.3046985
,2018,40.87865,26.547281,9.98784,15.106126,7.480103
,2019,40.82225,26.86328,10.045065,14.782622,7.486785
,2020,40.58694,26.992153,10.130084,14.884623,7.4062
,2021,40.37883,27.270483,10.1477,14.927055,7.2759314
,2022,40.241695,27.376213,10.11272,15.338542,6.930831
SLB,2000,,,3.2395258,15.118349,61.207127
SLB,2001,,,3.2892723,15.121284,60.964405
SLB,2002,,,3.3400445,15.12428,60.716675
SLB,2003,,,3.3918426,15.127337,60.46394
SLB,2004,,,3.4446661,15.130452,60.206203
SLB,2005,,,3.5982838,15.206704,59.061916
SLB,2006,,,3.7551186,15.268104,57.918526
SLB,2007,,,3.9152327,15.314237,56.77619
SLB,2008,,,4.078826,15.34462,55.63448
SLB,2009,,,4.2456856,15.358936,54.49476
SLB,2010,,,4.416009,15.356726,53.356594
SLB,2011,,,4.588835,15.338372,52.22419
SLB,2012,,,4.7643194,15.303696,51.096992
SLB,2013,,,4.9423265,15.252732,49.975616
SLB,2014,,,5.12271,15.185607,48.860626
SLB,2015,,,5.3056273,15.102121,47.75148
SLB,2016,,,5.467244,15.135837,46.64298
SLB,2017,,,5.59798,15.339943,45.533722
SLB,2018,,,5.712468,14.773968,45.285236
SLB,2019,,,5.785116,14.684647,45.037827
SLB,2020,,,5.8576064,14.59552,44.790947
SLB,2021,,,5.9297814,14.5067835,44.545143
SOM,2000,15.639454,4.5338626,13.020359,8.122447,58.683876
SOM,2001,16.151825,4.624315,13.473101,8.830678,56.920082
SOM,2002,16.663395,4.7150807,13.924136,9.532614,55.164776
SOM,2003,17.279701,4.851666,14.447269,10.259458,53.161907
SOM,2004,17.895073,4.989225,14.967351,10.973349,51.175003
SOM,2005,18.734715,5.130502,15.254029,11.673794,49.20696
SOM,2006,19.568785,5.2943273,15.520473,12.36088,47.255535
SOM,2007,19.477678,5.0827117,15.143715,12.878044,47.41785
SOM,2008,20.531672,5.368818,15.519637,13.597385,44.98249
SOM,2009,21.60145,5.6561975,15.876105,14.288924,42.577324
SOM,2010,22.687086,5.944821,16.214804,14.952024,40.201267
SOM,2011,23.786028,6.2335553,16.535715,15.585795,37.858906
SOM,2012,24.602966,6.4013085,16.643078,16.189163,36.163483
SOM,2013,25.430635,6.57035,16.733007,16.782618,34.483387
SOM,2014,26.269247,6.740765,16.806229,17.366093,32.817665
SOM,2015,27.118738,6.912521,16.863297,17.93949,31.165955
SOM,2016,27.979036,7.085576,16.904772,18.502666,29.52795
SOM,2017,28.849571,7.259692,16.930882,19.055527,27.904327
SOM,2018,29.730255,7.434819,16.942198,19.59792,26.29481
SOM,2019,30.620275,7.6106296,16.938793,20.129826,24.700474
SOM,2020,31.519543,7.787073,16.92125,20.651106,23.121029
SOM,2021,32.42749,7.963921,16.889816,21.161726,21.557045
SOM,2022,32.562054,8.01375,16.990574,21.114573,21.31905
ZAF,2000,54.611176,4.929897,15.240392,13.036954,12.18158
ZAF,2001,55.41998,4.995164,15.215841,12.881638,11.487378
ZAF,2002,56.241444,5.05723,15.190438,12.717485,10.793404
ZAF,2003,57.06454,5.1169915,15.161122,12.549474,10.107872
ZAF,2004,57.883633,5.175032,15.126303,12.380359,9.434672
ZAF,2005,58.697777,5.2314496,15.085914,12.210606,8.774255
ZAF,2006,59.50736,5.2861543,15.040388,12.039914,8.126186
ZAF,2007,60.312218,5.33913,14.989955,11.868298,7.4904
ZAF,2008,61.11243,5.3903117,14.934953,11.695604,6.8666997
ZAF,2009,61.90695,5.439877,14.875181,11.522466,6.255524
ZAF,2010,62.69634,5.4876757,14.811179,11.348419,5.6563864
ZAF,2011,63.480247,5.5337462,14.743057,11.173632,5.0693154
ZAF,2012,64.258736,5.578025,14.671145,10.997964,4.4941273
ZAF,2013,65.03114,5.620676,14.595309,10.821894,3.9309754
ZAF,2014,65.79791,5.6615224,14.516105,10.644955,3.379506
ZAF,2015,66.55874,5.700616,14.433622,10.4673195,2.8397045
ZAF,2016,67.313515,5.7379513,14.348065,10.288998,2.311471
ZAF,2017,68.062004,5.7735934,14.259507,10.110157,1.7947342
ZAF,2018,68.80413,5.807545,14.168135,9.930824,1.2893611
ZAF,2019,69.53983,5.839811,14.074135,9.751001,0.79521877
ZAF,2020,70.269135,5.8703194,13.977825,9.570541,0.31217825
ZAF,2021,70.99177,5.899225,13.879112,9.002063,0.22783098
ZAF,2022,71.7077,5.9265423,13.778158,8.438446,0.14914954
KOR,2000,87.20934,12.790659,0,0,0
KOR,2001,87.83766,12.162336,0,0,0
KOR,2002,88.4681,11.531896,0,0,0
KOR,2003,89.10066,10.899337,0,0,0
KOR,2004,89.735344,10.264659,0,0,0
KOR,2005,90.368256,9.631745,0,0,0
KOR,2006,91.00279,8.997206,0,0,0
KOR,2007,91.64096,8.359042,0,0,0
KOR,2008,92.27312,7.717394,0,0.009485373,0
KOR,2009,92.905594,7.072511,0,0.021894827,0
KOR,2010,93.541084,6.4246097,0,0.034304284,0
KOR,2011,94.1794,5.773885,0,0.04671374,0
KOR,2012,94.82034,5.1205335,0,0.059123192,0
KOR,2013,95.463715,4.464751,0,0.07153265,0
KOR,2014,96.10919,3.806864,0,0.0839421,0
KOR,2015,96.75678,3.1468675,0,0.09635156,0
KOR,2016,97.406296,2.484942,0,0.10876101,0
KOR,2017,98.05756,1.8212678,0,0.12117047,0
KOR,2018,98.633026,1.233394,0,0.13357992,0
KOR,2019,99.19224,0.66176945,0,0.14598937,0
KOR,2020,99.479454,0.36214718,0,0.15839884,0
KOR,2021,99.46326,0.36593616,0,0.17080829,0
KOR,2022,99.44746,0.3693221,0,0.18321775,0
SSD,2011,,,6.1214924,15.884847,71.12547
SSD,2012,,,6.563079,15.782183,69.85236
SSD,2013,,,6.9709225,15.68479,68.56048
SSD,2014,,,7.3447747,15.593032,67.248436
SSD,2015,,,7.6845627,15.507576,65.913864
SSD,2016,,,7.9898124,15.428679,64.5557
SSD,2017,,,8.260094,15.356716,63.172466
SSD,2018,,,8.495036,15.292254,61.762074
SSD,2019,,,8.694078,15.235714,60.32293
SSD,2020,,,8.7319565,15.296031,60.127197
SSD,2021,,,8.7717285,15.359366,59.921673
SSD,2022,,,8.813647,15.42611,59.705063
,2000,11.968487,12.542172,7.237019,11.730568,56.521755
,2001,13.110836,13.614309,7.7717648,11.229582,54.27351
,2002,14.352681,14.890221,8.234568,10.559035,51.963497
,2003,15.520639,16.075464,8.638509,10.066416,49.69897
,2004,17.396154,16.573725,9.013385,9.574392,47.442345
,2005,19.075422,17.295929,9.352047,9.082096,45.194504
,2006,20.760592,18.036821,9.660245,8.58591,42.956432
,2007,22.520039,18.73587,9.93348,8.084663,40.72595
,2008,24.276403,19.457802,10.176352,7.5826626,38.50678
,2009,26.029457,20.199787,10.390817,7.0835075,36.296432
,2010,27.792028,20.9474,10.577828,6.5930567,34.089687
,2011,29.567936,21.69545,10.736095,6.10757,31.892948
,2012,31.354084,22.451817,10.866825,5.6252007,29.702074
,2013,33.148476,23.215794,10.97028,5.145979,27.519474
,2014,34.989574,23.94941,11.046547,4.6693006,25.345167
,2015,36.84214,24.686895,11.0955,4.194299,23.181164
,2016,38.704773,25.427113,11.117943,3.7217903,21.02838
,2017,40.518047,26.166142,11.105429,3.3611777,18.849207
,2018,42.286106,26.905212,11.058691,3.085947,16.664043
,2019,44.051514,27.646091,10.985702,2.7853556,14.531337
,2020,45.80457,28.390203,10.891328,2.4526515,12.461247
,2021,47.53462,29.156343,10.771961,2.119534,10.4175415
,2022,49.18969,29.800955,10.763822,1.8001246,8.44541
ESP,2000,90.8541,8.959275,0.07624136,0.110382766,0
ESP,2001,90.854,8.95924,0.07632234,0.11043764,0
ESP,2002,90.85741,8.962967,0.0765187,0.103110485,0
ESP,2003,90.86075,8.96668,0.07677008,0.09580024,0
ESP,2004,90.864105,8.970404,0.07702051,0.088467665,0
ESP,2005,90.70634,9.13527,0.077267975,0.08112249,0
ESP,2006,90.54736,9.30137,0.077513486,0.07375309,0
ESP,2007,90.472664,9.38321,0.07775804,0.066366605,0
ESP,2008,90.43694,9.426095,0.07800062,0.05895725,0
ESP,2009,90.401054,9.469175,0.07824125,0.051532038,0
ESP,2010,90.36499,9.512442,0.07847991,0.044086743,0
ESP,2011,90.32878,9.555885,0.07871762,0.03661912,0
ESP,2012,90.29241,9.599497,0.078953356,0.029138042,0
ESP,2013,90.255905,9.643269,0.07919113,0.021636914,0
ESP,2014,90.21891,9.687183,0.07943095,0.014477101,0
ESP,2015,90.18124,9.731233,0.07967382,0.007853939,0
ESP,2016,90.14346,9.77542,0.07991871,0.00120049,0
ESP,2017,90.100174,9.819669,0.08016016,0,0
ESP,2018,90.05554,9.864054,0.0804014,4.2408387e-06,0
ESP,2019,90.01077,9.908585,0.08064565,0,0
ESP,2020,89.96586,9.953252,0.08089089,7.587545e-07,0
ESP,2021,89.96563,9.953227,0.081137136,2.961341e-06,0
ESP,2022,89.965416,9.953202,0.08138539,0,0
LKA,2000,,,11.6825485,6.2174034,5.331582
LKA,2001,,,11.364087,6.0052094,5.0654745
LKA,2002,,,11.042283,5.792965,4.7993603
LKA,2003,,,10.717299,5.5806017,4.5331836
LKA,2004,,,10.3890505,5.36815,4.2669725
LKA,2005,,,10.057473,5.1556463,4.000751
LKA,2006,,,9.722699,4.943023,3.7344706
LKA,2007,,,9.384606,4.73034,3.468177
LKA,2008,,,9.043305,4.517543,3.2018273
LKA,2009,,,8.698737,4.3046627,2.935443
LKA,2010,,,8.3508625,4.091721,2.669042
LKA,2011,,,7.9997644,3.8786755,2.4025881
LKA,2012,,,7.645398,3.6655385,2.1361
LKA,2013,,,7.2881694,3.452184,1.8693347
LKA,2014,,,6.927844,3.2387452,1.6023371
LKA,2015,,,6.564154,3.025378,1.3351688
LKA,2016,,,6.196824,2.812222,1.0679026
LKA,2017,,,5.8256073,2.5994334,0.80058646
LKA,2018,,,5.450238,2.3562808,0.56416357
LKA,2019,,,5.070451,2.112264,0.32934463
LKA,2020,,,4.685976,1.8686036,0.095130175
LKA,2021,,,4.296539,1.4870467,0
LKA,2022,,,3.9018638,1.0117755,0
,2000,16.915659,5.332022,15.428883,30.365717,31.95772
,2001,17.203579,5.463384,15.673265,30.438444,31.221329
,2002,17.517069,5.6307464,15.808552,30.559242,30.484392
,2003,17.831167,5.8098383,15.932889,30.680777,29.745329
,2004,18.147995,5.9959083,16.053644,30.796766,29.005686
,2005,18.501757,6.19001,16.19851,30.851112,28.258612
,2006,18.867348,6.393332,16.335289,30.900341,27.50369
,2007,19.21806,6.589103,16.461998,30.94499,26.78585
,2008,19.59426,6.7979445,16.601252,30.985708,26.020836
,2009,19.95611,7.033823,16.737864,31.016481,25.255722
,2010,20.306068,7.2879653,16.871752,31.040968,24.493246
,2011,20.517324,7.4349575,16.874023,30.881178,24.292515
,2012,20.886597,7.6771293,17.000156,30.884626,23.551493
,2013,21.258396,7.92736,17.123123,30.87857,22.81255
,2014,21.637945,8.188215,17.24664,30.87121,22.05599
,2015,22.028616,8.455243,17.3691,30.857079,21.289963
,2016,22.388466,8.728194,17.491245,30.857056,20.53504
,2017,22.775408,9.015354,17.62688,30.963701,19.618656
,2018,23.08625,9.217395,17.76593,31.022844,18.907581
,2019,23.419079,9.516638,17.864134,30.992704,18.207445
,2020,23.752287,9.7926445,17.95595,30.98166,17.517458
,2021,24.072803,10.03675,17.998257,31.033829,16.85836
,2022,24.35236,10.305466,17.923111,30.858294,16.560772
SDN,2000,,,5.4434295,23.587154,50.377476
SDN,2001,,,5.446995,23.592075,50.35336
SDN,2002,,,5.4505596,23.596996,50.329243
SDN,2003,,,5.4541245,23.601921,50.305126
SDN,2004,,,5.4576893,23.606844,50.28101
SDN,2005,,,5.7875013,24.13572,48.225025
SDN,2006,,,6.117361,24.662308,46.17086
SDN,2007,,,6.3652744,25.186604,44.118523
SDN,2008,,,6.6057796,25.708607,42.06801
SDN,2009,,,6.8402343,26.228008,40.011566
SDN,2010,,,7.068621,26.743404,37.94993
SDN,2011,,,7.2908473,27.253365,35.88424
SDN,2012,,,7.5067506,27.756552,33.81594
SDN,2013,,,7.716285,28.2515,31.745821
SDN,2014,,,7.919277,28.736908,29.675297
SDN,2015,,,8.11572,29.211119,27.604925
SDN,2016,,,8.30542,29.672817,25.536137
SDN,2017,,,8.319328,31.635569,23.47007
SDN,2018,,,8.334521,33.585136,21.407644
SDN,2019,,,8.350944,35.52055,19.350245
SDN,2020,,,8.36865,37.44044,17.298826
SUR,2000,29.465029,48.561096,10.785406,2.6006362,8.587832
SUR,2001,29.707447,48.64236,10.84436,2.6045365,8.201295
SUR,2002,29.948542,48.723938,10.903041,2.608329,7.8161526
SUR,2003,30.188576,48.804993,10.961477,2.612076,7.432877
SUR,2004,30.427418,48.885944,11.019655,2.615757,7.051225
SUR,2005,30.120665,49.82477,10.734258,2.6238189,6.696486
SUR,2006,29.811533,50.76708,10.446262,2.6323657,6.3427596
SUR,2007,29.498344,51.71748,10.155445,2.6410136,5.9877167
SUR,2008,29.180944,52.676403,9.861765,2.649724,5.631162
SUR,2009,28.859179,53.644238,9.565174,2.65847,5.272939
SUR,2010,28.533339,54.620266,9.265711,2.6673167,4.9133687
SUR,2011,28.203266,55.604885,8.963328,2.6762357,4.552284
SUR,2012,27.868961,56.59812,8.658009,2.6852229,4.189687
SUR,2013,27.530413,57.600002,8.349731,2.6942773,3.8255754
SUR,2014,27.185196,58.61591,8.037867,2.7027314,3.4582956
SUR,2015,26.833216,59.64564,7.7222967,2.7105193,3.088327
SUR,2016,26.47467,60.68834,7.4029884,2.7176554,2.7163467
SUR,2017,26.109613,61.743473,7.079882,2.7241094,2.3429217
SUR,2018,25.737963,62.81076,6.752887,2.7298253,1.9685665
SUR,2019,25.36006,63.889084,6.422043,2.7348487,1.593966
SUR,2020,25.180603,64.77361,6.087195,2.7390313,1.219562
SUR,2021,25.171324,64.79092,6.0842724,2.73607,1.2174168
SUR,2022,25.159658,64.81268,6.0805984,2.7323399,1.2147198
SWE,2000,95.02129,4.1858044,0.6857289,0.10717357,0
SWE,2001,95.0416,4.1515646,0.68579835,0.12103543,0
SWE,2002,95.06087,4.1165576,0.68592227,0.13665631,0
SWE,2003,95.08014,4.0815,0.6860499,0.15231162,0
SWE,2004,95.09934,4.0464816,0.6861733,0.16800295,0
SWE,2005,95.11847,4.0115023,0.68629247,0.18373807,0
SWE,2006,95.13986,3.9742658,0.686612,0.19926067,0
SWE,2007,95.16336,3.9348996,0.68711966,0.21462387,0
SWE,2008,95.186775,3.8955183,0.6876268,0.23008096,0
SWE,2009,95.21003,3.8562129,0.6881253,0.24563202,0
SWE,2010,95.233116,3.8169832,0.6886152,0.2612871,0
SWE,2011,95.260025,3.7738004,0.6894528,0.27672482,0
SWE,2012,95.290474,3.7268791,0.6906177,0.2920328,0
SWE,2013,95.32045,3.6802452,0.6917534,0.30754828,0
SWE,2014,95.35005,3.6338084,0.6928679,0.3232683,0
SWE,2015,95.379295,3.5875697,0.6939613,0.33917174,0
SWE,2016,95.40808,3.5416214,0.6950257,0.35526922,0
SWE,2017,95.43651,3.4958727,0.69606894,0.3715514,0
SWE,2018,95.4644,3.4505072,0.6970752,0.3880167,0
SWE,2019,95.49181,3.4054797,0.6980485,0.40466085,0
SWE,2020,95.51875,3.3607924,0.69898885,0.4214675,0
SWE,2021,95.54522,3.3164456,0.6998964,0.43843842,0
SWE,2022,95.555984,3.3048275,0.7009086,0.4382768,0
CHE,2000,98.70472,1.1762532,0.10010784,0.018921077,0
CHE,2001,98.70438,1.1765918,0.10010784,0.018923461,0
CHE,2002,98.70549,1.1754916,0.100107834,0.01890967,0
CHE,2003,98.70661,1.1743914,0.10010783,0.018887524,0
CHE,2004,98.70769,1.1733333,0.10010782,0.018873109,0
CHE,2005,98.70881,1.1722331,0.10010781,0.018852198,0
CHE,2006,98.70993,1.171133,0.100107804,0.01883111,0
CHE,2007,98.711044,1.1700327,0.1001078,0.018816942,0
CHE,2008,98.71216,1.1689327,0.10010779,0.018799614,0
CHE,2009,98.713234,1.1678748,0.10010778,0.01878255,0
CHE,2010,98.714355,1.1667746,0.100107774,0.018763663,0
CHE,2011,98.80555,1.078455,0.10011063,0.01588578,0
CHE,2012,98.89651,0.9903657,0.10011349,0.013014318,0
CHE,2013,98.99355,0.8961823,0.100116335,0.010150484,0
CHE,2014,99.11283,0.77975935,0.10011917,0.007291851,0
CHE,2015,99.231926,0.6635189,0.10012201,0.004436858,0
CHE,2016,99.350815,0.5474809,0.10012486,0.001579679,0
CHE,2017,99.46827,0.4316012,0.100126415,0,0
CHE,2018,99.58413,0.3157421,0.100126386,0,0
CHE,2019,99.69981,0.20006292,0.100126326,1.2754227e-06,0
CHE,2020,99.81466,0.08521406,0.10012626,2.3965797e-06,0
CHE,2021,99.814926,0.08494944,0.100126185,0,0
CHE,2022,99.81524,0.08463583,0.10012609,0,0
SYR,2000,,,7.9704866,1.8089308,1.7843357
SYR,2001,,,7.9742885,1.7515389,1.6807452
SYR,2002,,,7.9778986,1.694269,1.5785455
SYR,2003,,,7.9813695,1.6371608,1.4778036
SYR,2004,,,7.984648,1.5801744,1.3784562
SYR,2005,,,7.7951064,1.5233778,1.2806166
SYR,2006,,,7.6052303,1.4667348,1.1842177
SYR,2007,,,7.4149785,1.4102186,1.0892073
SYR,2008,,,7.2244153,1.3538549,0.99563366
SYR,2009,,,7.033575,1.2976625,0.90350986
SYR,2010,,,6.8423934,1.2416022,0.81277275
SYR,2011,,,6.684803,1.2044587,0.7445822
SYR,2012,,,6.5258493,1.1669927,0.67250246
SYR,2013,,,6.3653994,1.0394061,0.68619496
SYR,2014,,,6.2034655,0.9074712,0.69992757
SYR,2015,,,6.0013804,0.7592851,0.6910127
SYR,2016,,,5.7993007,0.61394805,0.6821112
SYR,2017,,,5.597267,1.1446981,
SYR,2018,,,5.3953204,0.99621624,
SYR,2019,,,5.193476,0.8505918,
SYR,2020,,,4.991792,0.7078278,
SYR,2021,,,4.790281,0.5678873,
SYR,2022,,,4.588936,0.4307392,
